Time,Level,Velocity,FlowDifference,Volume
09-Sep-2024 03:40:00,23.33,0.116,0.284,68.304
09-Sep-2024 03:45:00,20.476,0.1,0.172,68.382
09-Sep-2024 03:50:00,25.328,0.138,0.342,68.472
09-Sep-2024 03:55:00,25.782,0.156,0.428,68.594
09-Sep-2024 04:00:00,24.59,0.172,0.476,68.734
09-Sep-2024 04:05:00,24.734,0.136,0.364,68.842
09-Sep-2024 04:10:00,23.226,0.112,0.256,68.93
09-Sep-2024 04:15:00,25.38,0.126,0.336,69.018
09-Sep-2024 04:20:00,23.706,0.118,0.29,69.114
09-Sep-2024 04:25:00,23.2,0.122,0.304,69.206
09-Sep-2024 04:30:00,26.874,0.18,0.522,69.322
09-Sep-2024 04:35:00,28.17,0.19,0.562,69.5
09-Sep-2024 04:40:00,23.55,0.138,0.34,69.626
09-Sep-2024 04:45:00,25.054,0.15,0.398,69.738
09-Sep-2024 04:50:00,24.55,0.14,0.358,69.842
09-Sep-2024 04:55:00,24.368,0.122,0.3,69.938
09-Sep-2024 05:00:00,23.576,0.146,0.372,70.032
09-Sep-2024 05:05:00,24.11,0.122,0.284,70.16
09-Sep-2024 05:10:00,32.554,0.232,0.796,70.358
09-Sep-2024 05:15:00,29.688,0.232,0.704,70.544
09-Sep-2024 05:20:00,26.742,0.156,0.418,70.704
09-Sep-2024 05:25:00,27.094,0.148,0.384,70.826
09-Sep-2024 05:30:00,33.088,0.238,0.824,71.016
09-Sep-2024 05:35:00,31.378,0.164,0.534,71.214
09-Sep-2024 05:40:00,31.894,0.174,0.57,71.386
09-Sep-2024 05:45:00,29.884,0.224,0.698,71.582
09-Sep-2024 05:50:00,31.078,0.176,0.556,71.754
09-Sep-2024 05:55:00,28.198,0.154,0.44,71.904
09-Sep-2024 06:00:00,24.362,0.166,0.665,72.072
09-Sep-2024 06:05:00,24.85,0.146,0.346,72.186
09-Sep-2024 06:10:00,29.404,0.192,0.582,72.332
09-Sep-2024 06:15:00,28.574,0.206,0.622,72.526
09-Sep-2024 06:20:00,27.848,0.18,0.518,72.686
09-Sep-2024 06:25:00,28.418,0.188,0.552,72.84
09-Sep-2024 06:30:00,25.392,0.152,0.394,72.976
09-Sep-2024 06:35:00,30.39,0.214,0.686,73.164
09-Sep-2024 06:40:00,27.938,0.188,0.558,73.32
09-Sep-2024 06:45:00,28.35,0.172,0.502,73.484
09-Sep-2024 06:50:00,25.55,0.154,0.39,73.616
09-Sep-2024 06:55:00,29.638,0.188,0.588,73.776
09-Sep-2024 07:00:00,27.47,0.206,0.59,73.958
09-Sep-2024 07:05:00,31.934,0.21,0.698,74.142
09-Sep-2024 07:10:00,30.634,0.182,0.574,74.324
09-Sep-2024 07:15:00,31.946,0.242,0.804,74.546
09-Sep-2024 07:20:00,34.826,0.286,1.082,74.852
09-Sep-2024 07:25:00,31.038,0.236,0.756,75.084
09-Sep-2024 07:30:00,32.078,0.212,0.71,75.306
09-Sep-2024 07:35:00,32.504,0.22,0.748,75.528
09-Sep-2024 07:40:00,34.41,0.334,1.2,75.85
09-Sep-2024 07:45:00,33.802,0.298,1.048,76.184
09-Sep-2024 07:50:00,32.764,0.22,0.742,76.44
09-Sep-2024 07:55:00,33.528,0.26,0.91,76.696
09-Sep-2024 08:00:00,33.672,0.244,0.858,76.946
09-Sep-2024 08:05:00,33.45,0.33,1.146,77.27
09-Sep-2024 08:10:00,33.268,0.23,0.792,77.546
09-Sep-2024 08:15:00,33.672,0.284,0.992,77.824
09-Sep-2024 08:20:00,31.686,0.26,0.846,78.084
09-Sep-2024 08:25:00,33.192,0.26,0.9,78.358
09-Sep-2024 08:30:00,31.83,0.268,0.894,78.604
09-Sep-2024 08:35:00,32.698,0.214,0.728,78.862
09-Sep-2024 08:40:00,30.74,0.194,0.628,79.062
09-Sep-2024 08:45:00,32.726,0.314,1.056,79.334
09-Sep-2024 08:50:00,32.972,0.222,0.77,79.59
09-Sep-2024 08:55:00,32.376,0.276,0.932,79.848
09-Sep-2024 09:00:00,30.21,0.188,0.592,80.074
09-Sep-2024 09:05:00,33.152,0.248,0.85,80.278
09-Sep-2024 09:10:00,31.634,0.204,0.678,80.514
09-Sep-2024 09:15:00,28.208,0.168,0.492,80.694
09-Sep-2024 09:20:00,22.392,0.14,0.52,80.814
09-Sep-2024 09:25:00,29.08,0.188,0.564,80.958
09-Sep-2024 09:30:00,26.942,0.196,0.544,81.142
09-Sep-2024 09:35:00,29.26,0.186,0.578,81.308
09-Sep-2024 09:40:00,29.208,0.248,0.772,81.49
09-Sep-2024 09:45:00,29.442,0.178,0.56,81.726
09-Sep-2024 09:50:00,25.614,0.152,0.386,81.842
09-Sep-2024 09:55:00,24.874,0.152,0.38,81.946
09-Sep-2024 10:00:00,26.38,0.17,0.474,82.078
09-Sep-2024 10:05:00,31.754,0.18,0.584,82.252
09-Sep-2024 10:10:00,29.466,0.204,0.646,82.454
09-Sep-2024 10:15:00,26.25,0.256,0.728,82.684
09-Sep-2024 10:20:00,23.498,0.132,0.304,82.8
09-Sep-2024 10:25:00,25.85,0.166,0.454,82.898
09-Sep-2024 10:30:00,24.772,0.13,0.314,83.006
09-Sep-2024 10:35:00,24.812,0.146,0.352,83.108
09-Sep-2024 10:40:00,23.904,0.132,0.318,83.204
09-Sep-2024 10:45:00,23.28,0.132,0.296,83.296
09-Sep-2024 10:50:00,27.106,0.18,0.514,83.416
09-Sep-2024 10:55:00,26.938,0.178,0.516,83.566
09-Sep-2024 11:00:00,30.22,0.166,0.52,83.73
09-Sep-2024 11:05:00,25.184,0.17,0.462,83.87
09-Sep-2024 11:10:00,24.072,0.15,0.35,84.024
09-Sep-2024 11:15:00,25.472,0.16,0.424,84.148
09-Sep-2024 11:20:00,25.758,0.16,0.432,84.28
09-Sep-2024 11:25:00,23.45,0.144,0.35,84.38
09-Sep-2024 11:30:00,25.47,0.172,0.484,84.51
09-Sep-2024 11:35:00,22.694,0.122,0.274,84.606
09-Sep-2024 11:40:00,25.236,0.152,0.406,84.722
09-Sep-2024 11:45:00,25.368,0.154,0.426,84.834
09-Sep-2024 11:50:00,25.86,0.148,0.416,84.944
09-Sep-2024 11:55:00,24.55,0.14,0.368,85.074
09-Sep-2024 12:00:00,24.094,0.138,0.35,85.196
09-Sep-2024 12:05:00,26.666,0.19,0.536,85.354
09-Sep-2024 12:10:00,24.214,0.138,0.346,85.468
09-Sep-2024 12:15:00,22.02,0.122,0.258,85.532
09-Sep-2024 12:20:00,22.356,0.124,0.294,85.604
09-Sep-2024 12:25:00,19.996,0.096,0.162,85.694
09-Sep-2024 12:30:00,24.706,0.154,0.408,85.79
09-Sep-2024 12:35:00,22.696,0.114,0.264,85.878
09-Sep-2024 12:40:00,15.994,0.08,0.1675,85.93
09-Sep-2024 12:45:00,20.202,0.108,0.18,85.982
09-Sep-2024 12:50:00,22.968,0.124,0.296,86.064
09-Sep-2024 12:55:00,21.266,0.124,0.276,86.126
09-Sep-2024 13:00:00,22.54,0.142,0.33,86.218
09-Sep-2024 13:05:00,26.42,0.15,0.412,86.362
09-Sep-2024 13:10:00,18.582,0.086,0.128,86.42
09-Sep-2024 13:15:00,23.292,0.146,0.336,86.516
09-Sep-2024 13:20:00,23.51,0.144,0.356,86.586
09-Sep-2024 13:25:00,17.75,0.072,0.1,86.664
09-Sep-2024 13:30:00,20.306,0.1,0.212,86.71
09-Sep-2024 13:35:00,16.608,0.054,0.068,86.75
09-Sep-2024 13:40:00,21.824,0.12,0.276,86.818
09-Sep-2024 13:45:00,21.488,0.114,0.258,86.896
09-Sep-2024 13:50:00,21.176,0.112,0.262,86.972
09-Sep-2024 13:55:00,21.864,0.114,0.264,87.052
09-Sep-2024 14:00:00,20.824,0.096,0.21,87.122
09-Sep-2024 14:05:00,21.592,0.114,0.268,87.208
09-Sep-2024 14:10:00,21.164,0.108,0.27,87.248
09-Sep-2024 14:15:00,19.228,0.09,0.14,87.33
09-Sep-2024 14:20:00,20.968,0.104,0.234,87.374
09-Sep-2024 14:25:00,18.022,0.066,0.1,87.436
09-Sep-2024 14:30:00,20.384,0.104,0.238,87.472
09-Sep-2024 14:35:00,18.958,0.09,0.138,87.546
09-Sep-2024 14:40:00,23.24,0.134,0.32,87.604
09-Sep-2024 14:45:00,17.098,0.064,0.086,87.672
09-Sep-2024 14:50:00,20.72,0.102,0.222,87.726
09-Sep-2024 14:55:00,20.044,0.098,0.248,87.768
09-Sep-2024 15:00:00,28.248,0.154,0.472,87.912
09-Sep-2024 15:05:00,16.648,0.06,0.076,87.978
09-Sep-2024 15:10:00,20.606,0.106,0.224,88.042
09-Sep-2024 15:15:00,16.542,0.062,0.072,88.068
09-Sep-2024 15:20:00,22.396,0.13,0.314,88.154
09-Sep-2024 15:25:00,16.634,0.052,0.068,88.182
09-Sep-2024 15:30:00,20.994,0.1,0.25,88.212
09-Sep-2024 15:35:00,19.152,0.084,0.134,88.292
09-Sep-2024 15:40:00,16.478,0.052,0.064,88.316
09-Sep-2024 15:45:00,21.722,0.12,0.276,88.392
09-Sep-2024 15:50:00,19.19,0.102,0.16,88.434
09-Sep-2024 15:55:00,23.77,0.138,0.354,88.54
09-Sep-2024 16:00:00,18.692,0.112,0.355,88.624
09-Sep-2024 16:05:00,18.1,0.096,0.136,88.67
09-Sep-2024 16:10:00,21.124,0.114,0.244,88.728
09-Sep-2024 16:15:00,17.256,0.07,0.094,88.778
09-Sep-2024 16:20:00,20.384,0.096,0.206,88.814
09-Sep-2024 16:25:00,17.686,0.078,0.108,88.87
09-Sep-2024 16:30:00,21.944,0.122,0.276,88.92
09-Sep-2024 16:35:00,17.492,0.072,0.098,88.982
09-Sep-2024 16:40:00,26.03,0.154,0.414,89.07
09-Sep-2024 16:45:00,21.736,0.102,0.188,89.152
09-Sep-2024 16:50:00,21.1,0.128,0.262,89.23
09-Sep-2024 16:55:00,17.778,0.08,0.112,89.27
09-Sep-2024 17:00:00,25.818,0.184,0.54,89.352
09-Sep-2024 17:05:00,18.544,0.096,0.144,89.476
09-Sep-2024 17:10:00,16.944,0.062,0.078,89.506
09-Sep-2024 17:15:00,23.46,0.18,0.484,89.614
09-Sep-2024 17:20:00,21.85,0.12,0.262,89.714
09-Sep-2024 17:25:00,21.112,0.056,0.094,89.758
09-Sep-2024 17:30:00,21.902,0.094,0.218,89.812
09-Sep-2024 17:35:00,21.278,0.116,0.256,89.87
09-Sep-2024 17:40:00,16.908,0.066,0.086,89.924
09-Sep-2024 17:45:00,23.138,0.174,0.414,89.988
09-Sep-2024 17:50:00,19.098,0.09,0.138,90.082
09-Sep-2024 17:55:00,16.922,0.064,0.082,90.118
09-Sep-2024 18:00:00,20.048,0.1,0.22,90.154
09-Sep-2024 18:05:00,17.322,0.06,0.08,90.206
09-Sep-2024 18:10:00,21.022,0.1,0.228,90.244
09-Sep-2024 18:15:00,16.414,0.054,0.068,90.296
09-Sep-2024 18:20:00,20.88,0.106,0.24,90.346
09-Sep-2024 18:25:00,23.174,0.126,0.336,90.434
09-Sep-2024 18:30:00,17.852,0.088,0.124,90.494
09-Sep-2024 18:35:00,21.996,0.164,0.374,90.562
09-Sep-2024 18:40:00,20.296,0.092,0.174,90.664
09-Sep-2024 18:45:00,21.318,0.118,0.27,90.724
09-Sep-2024 18:50:00,21.188,0.118,0.272,90.796
09-Sep-2024 18:55:00,18.996,0.098,0.146,90.868
09-Sep-2024 19:00:00,20.684,0.106,0.24,90.926
09-Sep-2024 19:05:00,22.708,0.144,0.34,90.996
09-Sep-2024 19:10:00,18.034,0.072,0.102,91.078
09-Sep-2024 19:15:00,16.244,0.05,0.062,91.1
09-Sep-2024 19:20:00,14.476,0.06,0.1125,91.12
09-Sep-2024 19:25:00,17.372,0.068,0.092,91.152
09-Sep-2024 19:30:00,16.518,0.052,0.064,91.174
09-Sep-2024 19:35:00,23.94,0.136,0.356,91.256
09-Sep-2024 19:40:00,16.27,0.054,0.064,91.302
09-Sep-2024 19:45:00,16.024,0.062,0.074,91.318
09-Sep-2024 19:50:00,21.89,0.12,0.276,91.376
09-Sep-2024 19:55:00,21.944,0.118,0.222,91.458
09-Sep-2024 20:00:00,20.97,0.11,0.224,91.52
09-Sep-2024 20:05:00,18.31,0.12,0.172,91.578
09-Sep-2024 20:10:00,23.174,0.126,0.33,91.686
09-Sep-2024 20:15:00,17.152,0.064,0.088,91.714
09-Sep-2024 20:20:00,20.658,0.106,0.242,91.768
09-Sep-2024 20:25:00,16.802,0.066,0.084,91.812
09-Sep-2024 20:30:00,17.294,0.072,0.096,91.84
09-Sep-2024 20:35:00,20.632,0.096,0.212,91.906
09-Sep-2024 20:40:00,15.598,0.044,0.048,91.924
09-Sep-2024 20:45:00,14.454,0.042,0.042,91.938
09-Sep-2024 20:50:00,16.1,0.056,0.07,91.954
09-Sep-2024 20:55:00,19.788,0.094,0.206,91.994
09-Sep-2024 21:00:00,15.154,0.042,0.048,92.034
09-Sep-2024 21:05:00,15.13,0.048,0.052,92.05
09-Sep-2024 21:10:00,19.36,0.092,0.22,92.082
09-Sep-2024 21:15:00,26.08,0.168,0.482,92.24
09-Sep-2024 21:20:00,15.248,0.05,0.056,92.276
09-Sep-2024 21:25:00,17.698,0.084,0.2,92.298
09-Sep-2024 21:30:00,16.986,0.07,0.102,92.368
09-Sep-2024 21:35:00,13.948,0.048,0.048,92.382
09-Sep-2024 21:40:00,19.958,0.096,0.212,92.432
09-Sep-2024 21:45:00,14.234,0.046,0.046,92.458
09-Sep-2024 21:50:00,14.298,0.044,0.046,92.472
09-Sep-2024 21:55:00,23.29,0.148,0.376,92.572
09-Sep-2024 22:00:00,18.23,0.082,0.12,92.614
09-Sep-2024 22:05:00,17.608,0.062,0.084,92.642
09-Sep-2024 22:10:00,14.988,0.044,0.05,92.66
09-Sep-2024 22:15:00,14.272,0.046,0.046,92.674
09-Sep-2024 22:20:00,21.2,0.116,0.282,92.754
09-Sep-2024 22:25:00,14.456,0.046,0.048,92.774
09-Sep-2024 22:30:00,13.976,0.042,0.042,92.786
09-Sep-2024 22:35:00,17.738,0.082,0.206,92.808
09-Sep-2024 22:40:00,13.748,0.056,0.1,92.876
09-Sep-2024 22:45:00,13.856,0.026,0.026,92.882
09-Sep-2024 22:50:00,13.83,0.006,0.006,92.89
09-Sep-2024 22:55:00,13.86,0,0,92.89
09-Sep-2024 23:00:00,19.502,0.098,0.218,92.936
09-Sep-2024 23:05:00,14.246,0.04,0.04,92.96
09-Sep-2024 23:10:00,13.948,0.04,0.04,92.972
09-Sep-2024 23:15:00,14.246,0.044,0.042,92.986
09-Sep-2024 23:20:00,13.482,0.032,0.03,92.994
09-Sep-2024 23:25:00,20.918,0.11,0.272,93.07
09-Sep-2024 23:30:00,13.844,0.02,0.018,93.086
09-Sep-2024 23:35:00,16.374,0.054,0.074,93.098
09-Sep-2024 23:40:00,15.986,0.054,0.064,93.12
09-Sep-2024 23:45:00,21.048,0.122,0.332,93.166
09-Sep-2024 23:50:00,15.804,0.05,0.062,93.238
09-Sep-2024 23:55:00,13.948,0.028,0.028,93.25
10-Sep-2024 00:00:00,13.7,0.016,0.016,93.258
10-Sep-2024 00:05:00,13.766,0,0,93.26
10-Sep-2024 00:10:00,19.36,0.072,0.208,93.282
10-Sep-2024 00:15:00,15.428,0.038,0.046,93.33
10-Sep-2024 00:20:00,13.882,0,0,93.33
10-Sep-2024 00:25:00,13.884,0.036,0.034,93.34
10-Sep-2024 00:30:00,13.832,0.034,0.032,93.348
10-Sep-2024 00:35:00,14.582,0.034,0.034,93.36
10-Sep-2024 00:40:00,18.684,0.08,0.164,93.384
10-Sep-2024 00:45:00,14.662,0.028,0.03,93.42
10-Sep-2024 00:50:00,13.662,0,0,93.42
10-Sep-2024 00:55:00,13.742,0,0,93.42
10-Sep-2024 01:00:00,19.4,0.078,0.232,93.446
10-Sep-2024 01:05:00,15.456,0.04,0.048,93.504
10-Sep-2024 01:10:00,14.04,0.04,0.036,93.514
10-Sep-2024 01:15:00,14.312,0.04,0.04,93.526
10-Sep-2024 01:20:00,21.76,0.146,0.378,93.59
10-Sep-2024 01:25:00,14.896,0.046,0.05,93.654
10-Sep-2024 01:30:00,14.324,0.042,0.044,93.668
10-Sep-2024 01:35:00,13.65,0.04,0.038,93.68
10-Sep-2024 01:40:00,13.974,0.04,0.036,93.69
10-Sep-2024 01:45:00,20.372,0.118,0.242,93.74
10-Sep-2024 01:50:00,14.168,0.034,0.032,93.774
10-Sep-2024 01:55:00,13.69,0,0,93.78
10-Sep-2024 02:00:00,11.49,0.032,0.0425,93.782
10-Sep-2024 02:05:00,17.554,0.106,0.244,93.808
10-Sep-2024 02:10:00,18.748,0.078,0.144,93.896
10-Sep-2024 02:15:00,13.984,0.044,0.042,93.912
10-Sep-2024 02:20:00,14.638,0.038,0.04,93.924
10-Sep-2024 02:25:00,14.922,0.046,0.05,93.936
10-Sep-2024 02:30:00,18.892,0.102,0.212,93.982
10-Sep-2024 02:35:00,14.74,0.044,0.046,94.016
10-Sep-2024 02:40:00,14.688,0.042,0.044,94.028
10-Sep-2024 02:45:00,20.006,0.104,0.192,94.076
10-Sep-2024 02:50:00,16.064,0.046,0.056,94.104
10-Sep-2024 02:55:00,16.182,0.06,0.076,94.124
10-Sep-2024 03:00:00,20.124,0.106,0.262,94.162
10-Sep-2024 03:05:00,15.752,0.048,0.06,94.224
10-Sep-2024 03:10:00,14.256,0.04,0.04,94.236
10-Sep-2024 03:15:00,13.716,0.046,0.044,94.248
10-Sep-2024 03:20:00,13.596,0.05,0.044,94.262
10-Sep-2024 03:25:00,15.44,0.052,0.06,94.276
10-Sep-2024 03:30:00,20.046,0.096,0.21,94.34
10-Sep-2024 03:35:00,14.792,0.046,0.05,94.356
10-Sep-2024 03:40:00,17.764,0.086,0.2,94.378
10-Sep-2024 03:45:00,17.362,0.074,0.104,94.442
10-Sep-2024 03:50:00,19.476,0.104,0.172,94.488
10-Sep-2024 03:55:00,20.28,0.12,0.3,94.53
10-Sep-2024 04:00:00,21.242,0.11,0.232,94.648
10-Sep-2024 04:05:00,15.348,0.046,0.052,94.674
10-Sep-2024 04:10:00,21.916,0.124,0.344,94.718
10-Sep-2024 04:15:00,18.516,0.086,0.126,94.806
10-Sep-2024 04:20:00,16.516,0.054,0.068,94.834
10-Sep-2024 04:25:00,26.002,0.28,0.814,94.998
10-Sep-2024 04:30:00,16.49,0.052,0.068,95.098
10-Sep-2024 04:35:00,20.098,0.106,0.214,95.146
10-Sep-2024 04:40:00,21.968,0.122,0.224,95.212
10-Sep-2024 04:45:00,23.328,0.118,0.3,95.28
10-Sep-2024 04:50:00,16.726,0.048,0.066,95.34
10-Sep-2024 04:55:00,16.57,0.044,0.054,95.356
10-Sep-2024 05:00:00,20.4,0.092,0.214,95.41
10-Sep-2024 05:05:00,15.038,0.04,0.044,95.434
10-Sep-2024 05:10:00,15.166,0.048,0.05,95.448
10-Sep-2024 05:15:00,14.726,0.044,0.046,95.464
10-Sep-2024 05:20:00,17.824,0.1,0.3125,95.534
10-Sep-2024 05:25:00,19.53,0.07,0.106,95.566
10-Sep-2024 05:30:00,16.634,0.056,0.07,95.59
10-Sep-2024 05:35:00,20.348,0.096,0.216,95.654
10-Sep-2024 05:40:00,18.76,0.104,0.258,95.686
10-Sep-2024 05:45:00,20.112,0.08,0.176,95.784
10-Sep-2024 05:50:00,14.636,0.042,0.042,95.802
10-Sep-2024 05:55:00,21.268,0.114,0.284,95.88
10-Sep-2024 06:00:00,14.402,0.048,0.046,95.9
10-Sep-2024 06:05:00,22.642,0.212,0.606,95.974
10-Sep-2024 06:10:00,17.558,0.072,0.1,96.108
10-Sep-2024 06:15:00,15.066,0.056,0.06,96.126
10-Sep-2024 06:20:00,20.356,0.11,0.214,96.186
10-Sep-2024 06:25:00,22.606,0.116,0.25,96.244
10-Sep-2024 06:30:00,24.668,0.148,0.344,96.33
10-Sep-2024 06:35:00,23.098,0.142,0.334,96.458
10-Sep-2024 06:40:00,19.242,0.098,0.15,96.506
10-Sep-2024 06:45:00,20.97,0.118,0.238,96.562
10-Sep-2024 06:50:00,17.582,0.064,0.088,96.612
10-Sep-2024 06:55:00,17.906,0.076,0.108,96.638
10-Sep-2024 07:00:00,20.254,0.1,0.23,96.714
10-Sep-2024 07:05:00,14.362,0.048,0.05,96.732
10-Sep-2024 07:10:00,16.96,0.064,0.088,96.754
10-Sep-2024 07:15:00,22.06,0.126,0.284,96.83
10-Sep-2024 07:20:00,17.322,0.066,0.09,96.864
10-Sep-2024 07:25:00,20.632,0.098,0.222,96.914
10-Sep-2024 07:30:00,21.176,0.206,0.528,96.988
10-Sep-2024 07:35:00,22.788,0.132,0.292,97.168
10-Sep-2024 07:40:00,23.694,0.138,0.352,97.26
10-Sep-2024 07:45:00,20.942,0.102,0.224,97.324
10-Sep-2024 07:50:00,25.99,0.182,0.52,97.448
10-Sep-2024 07:55:00,22.762,0.134,0.314,97.582
10-Sep-2024 08:00:00,20.788,0.108,0.26,97.636
10-Sep-2024 08:05:00,19.594,0.104,0.168,97.72
10-Sep-2024 08:10:00,20.242,0.12,0.298,97.77
10-Sep-2024 08:15:00,21.63,0.118,0.248,97.884
10-Sep-2024 08:20:00,21.93,0.116,0.284,97.936
10-Sep-2024 08:25:00,29.856,0.214,0.694,98.116
10-Sep-2024 08:30:00,19.516,0.092,0.144,98.224
10-Sep-2024 08:35:00,23.108,0.136,0.32,98.306
10-Sep-2024 08:40:00,16.19,0.076,0.155,98.356
10-Sep-2024 08:45:00,21.256,0.104,0.242,98.4
10-Sep-2024 08:50:00,22.54,0.114,0.28,98.476
10-Sep-2024 08:55:00,22.76,0.118,0.24,98.576
10-Sep-2024 09:00:00,24.708,0.142,0.394,98.67
10-Sep-2024 09:05:00,20.696,0.092,0.156,98.75
10-Sep-2024 09:10:00,18.48,0.066,0.096,98.782
10-Sep-2024 09:15:00,19.436,0.084,0.192,98.812
10-Sep-2024 09:20:00,18.154,0.064,0.098,98.872
10-Sep-2024 09:25:00,17.234,0.058,0.082,98.892
10-Sep-2024 09:30:00,25.382,0.146,0.39,98.978
10-Sep-2024 09:35:00,19.776,0.088,0.136,99.048
10-Sep-2024 09:40:00,17.078,0.06,0.078,99.078
10-Sep-2024 09:45:00,22.514,0.124,0.302,99.128
10-Sep-2024 09:50:00,17.972,0.064,0.096,99.196
10-Sep-2024 09:55:00,16.672,0.05,0.06,99.216
10-Sep-2024 10:00:00,17.012,0.062,0.084,99.236
10-Sep-2024 10:05:00,21.188,0.104,0.232,99.284
10-Sep-2024 10:10:00,18.634,0.084,0.124,99.344
10-Sep-2024 10:15:00,20.84,0.108,0.194,99.388
10-Sep-2024 10:20:00,25.134,0.142,0.37,99.482
10-Sep-2024 10:25:00,23.524,0.12,0.256,99.576
10-Sep-2024 10:30:00,23.11,0.146,0.352,99.642
10-Sep-2024 10:35:00,20.138,0.114,0.224,99.764
10-Sep-2024 10:40:00,24.628,0.152,0.406,99.86
10-Sep-2024 10:45:00,17.582,0.062,0.086,99.914
10-Sep-2024 10:50:00,20.696,0.106,0.258,99.954
10-Sep-2024 10:55:00,17.698,0.07,0.1,100.018
10-Sep-2024 11:00:00,17.894,0.082,0.116,100.05
10-Sep-2024 11:05:00,22.11,0.128,0.296,100.116
10-Sep-2024 11:10:00,29.042,0.17,0.578,100.26
10-Sep-2024 11:15:00,18.776,0.086,0.13,100.352
10-Sep-2024 11:20:00,16.076,0.052,0.06,100.376
10-Sep-2024 11:25:00,20.838,0.114,0.262,100.438
10-Sep-2024 11:30:00,14.946,0.044,0.046,100.47
10-Sep-2024 11:35:00,16.752,0.062,0.078,100.49
10-Sep-2024 11:40:00,18.788,0.076,0.19,100.516
10-Sep-2024 11:45:00,17.752,0.07,0.1,100.58
10-Sep-2024 11:50:00,14.7,0.042,0.048,100.594
10-Sep-2024 11:55:00,19.852,0.104,0.224,100.638
10-Sep-2024 12:00:00,12.31,0.036,0.0475,100.676
10-Sep-2024 12:05:00,14.726,0.05,0.052,100.686
10-Sep-2024 12:10:00,20.762,0.11,0.258,100.736
10-Sep-2024 12:15:00,22.696,0.118,0.348,100.812
10-Sep-2024 12:20:00,18.476,0.084,0.12,100.9
10-Sep-2024 12:25:00,21.008,0.12,0.276,100.942
10-Sep-2024 12:30:00,19.308,0.096,0.152,101.028
10-Sep-2024 12:35:00,21.528,0.12,0.27,101.086
10-Sep-2024 12:40:00,20.852,0.106,0.23,101.148
10-Sep-2024 12:45:00,18.154,0.08,0.118,101.214
10-Sep-2024 12:50:00,21.514,0.116,0.272,101.258
10-Sep-2024 12:55:00,19.956,0.098,0.162,101.34
10-Sep-2024 13:00:00,17.882,0.07,0.094,101.374
10-Sep-2024 13:05:00,22.058,0.124,0.282,101.442
10-Sep-2024 13:10:00,17.946,0.068,0.096,101.488
10-Sep-2024 13:15:00,23.968,0.132,0.356,101.544
10-Sep-2024 13:20:00,22.11,0.104,0.208,101.65
10-Sep-2024 13:25:00,22.564,0.128,0.29,101.732
